task_version,subject,stimulus_image,response_raw,response_cleaned,rating,slider_start
v2,p302458,stimuli/BM04_SUR.jpg,Shocked,shocked,60,50
v2,p208964,stimuli/BM04_SC.jpg,Sadness,sadness,45,50
v2,p208964,stimuli/WF04_HO.jpg,Happiness,happiness,45,50
v2,p208964,stimuli/WF04_CC.jpg,Content,content,57,50
v2,p208964,stimuli/BM04_FO.jpg,Confused,confused,53,50
v2,p208964,stimuli/WF14_SC.jpg,Sadness,sadness,48,50
v2,p208964,stimuli/WF04_SUR.jpg,Surprise,surprise,58,50
v2,p208964,stimuli/WF11_HO.jpg,Content,content,54,50
v2,p208964,stimuli/WF11_CC.jpg,Bored,bored,40,50
v2,p208964,stimuli/AM09_HO.jpg,Happiness,happiness,56,50
v2,p208964,stimuli/BM16_DO.jpg,Disgust,disgust,55,50
v2,p208964,stimuli/AM03_HO.jpg,Happiness,happiness,60,50
v2,p208964,stimuli/BM04_AO.jpg,Anger,anger,53,50
v2,p208964,stimuli/AF10_AO.jpg,Anger,anger,60,50
v2,p208964,stimuli/WF11_HE.jpg,Happiness,happiness,57,50
v2,p208964,stimuli/AF10_SC.jpg,Sadness,sadness,53,50
v2,p208964,stimuli/BM16_SC.jpg,Sadness,sadness,50,50
v2,p208964,stimuli/AF10_FO.jpg,Surprise,surprise,60,50
v2,p208964,stimuli/AM09_SUR.jpg,Surprise,surprise,53,50
v2,p208964,stimuli/AM09_HE.jpg,Happiness,happiness,56,50
v2,p208964,stimuli/BM16_FO.jpg,Fear,fear,52,50
v2,p208964,stimuli/WF14_FO.jpg,Disgust,disgust,47,50
v2,p208964,stimuli/WF14_AO.jpg,Anger,anger,63,50
v2,p208964,stimuli/AM03_HE.jpg,Happiness,happiness,61,50
v2,p208964,stimuli/WF11_SUR.jpg,Surprise,surprise,44,50
v2,p208964,stimuli/WF14_DO.jpg,Disgust,disgust,60,50
v2,p208964,stimuli/AF10_DO.jpg,Disgust,disgust,53,50
v2,p208964,stimuli/AM09_CC.jpg,Boredom,boredom,58,50
v2,p208964,stimuli/AM03_SUR.jpg,Surprise,surprise,61,50
v2,p208964,stimuli/WF04_HE.jpg,Happiness,happiness,57,50
v2,p208964,stimuli/AM03_CC.jpg,Content,content,44,50
v2,p208964,stimuli/BM04_DO.jpg,Disgust,disgust,55,50
v2,p208964,stimuli/BM16_AO.jpg,Anger,anger,57,50
v2,p831160,stimuli/HF04_DO.jpg,disgust,disgust,33,50
v2,p831160,stimuli/BF06_DO.jpg,disgust,disgust,14,50
v2,p831160,stimuli/BF06_FO.jpg,fear,fear,72,50
v2,p831160,stimuli/WF11_AO.jpg,anger,anger,43,50
v2,p831160,stimuli/HM10_SUR.jpg,shock,shock,63,50
v2,p831160,stimuli/WF11_HE.jpg,happiness,happiness,68,50
v2,p831160,stimuli/HF10_FO.jpg,shock,shock,41,50
v2,p831160,stimuli/HF02_SUR.jpg,happiness,happiness,61,50
v2,p831160,stimuli/WF11_SC.jpg,confusion,confusion,58,50
v2,p831160,stimuli/HF04_CC.jpg,content,content,60,50
v2,p831160,stimuli/HF02_SC.jpg,sadness,sadness,68,50
v2,p831160,stimuli/BM07_DO.jpg,disgust,disgust,81,50
v2,p831160,stimuli/HF04_FO.jpg,shock,shock,72,50
v2,p831160,stimuli/HF10_CC.jpg,content,content,63,50
v2,p831160,stimuli/HF09_AO.jpg,anger,anger,78,50
v2,p831160,stimuli/HF02_AO.jpg,anger,anger,72,50
v2,p831160,stimuli/HF09_SUR.jpg,shock,shock,73,50
v2,p831160,stimuli/HF02_HE.jpg,happiness,happiness,83,50
v2,p831160,stimuli/HF09_SC.jpg,sadness,sadness,84,50
v2,p831160,stimuli/BM07_HO.jpg,happiness,happiness,61,50
v2,p831160,stimuli/HF10_HO.jpg,happiness,happiness,74,50
v2,p831160,stimuli/WF11_SUR.jpg,shock,shock,42,50
v2,p831160,stimuli/HM10_HE.jpg,happiness,happiness,97,50
v2,p831160,stimuli/HM10_AO.jpg,anger,anger,41,50
v2,p831160,stimuli/HF04_HO.jpg,happiness,happiness,64,50
v2,p831160,stimuli/HF09_HE.jpg,happiness,happiness,64,50
v2,p831160,stimuli/HM10_SC.jpg,contnet,contnet,32,50
v2,p831160,stimuli/BM07_FO.jpg,shock,shock,71,50
v2,p831160,stimuli/BF06_HO.jpg,happiness,happiness,75,50
v2,p831160,stimuli/BF06_CC.jpg,content,content,42,50
v2,p831160,stimuli/HF10_DO.jpg,disgust,disgust,69,50
v2,p831160,stimuli/BM07_CC.jpg,content,content,41,50
v2,p907693,stimuli/HF04_DO.jpg,disgust,disgust,40,50
v2,p907693,stimuli/BF06_SUR.jpg,shock,shock,70,50
v2,p907693,stimuli/WM13_HO.jpg,happy,happy,66,50
v2,p907693,stimuli/WF14_SUR.jpg,shock,shock,75,50
v2,p907693,stimuli/WM11_DO.jpg,disgust,disgust,93,50
v2,p907693,stimuli/WF14_HE.jpg,happy,happy,94,50
v2,p907693,stimuli/AF09_SUR.jpg,shock,shock,35,50
v2,p907693,stimuli/AF09_CC.jpg,content,content,53,50
v2,p907693,stimuli/BF06_CC.jpg,content,content,50,50
v2,p907693,stimuli/HF04_FO.jpg,scared,scared,77,50
v2,p907693,stimuli/BF06_HE.jpg,happy,happy,75,50
v2,p907693,stimuli/WM13_FO.jpg,shock,shock,73,50
v2,p907693,stimuli/HM10_HE.jpg,happy,happy,89,50
v2,p907693,stimuli/BM16_AO.jpg,anger,anger,83,50
v2,p907693,stimuli/AF09_HE.jpg,happy,happy,78,50
v2,p907693,stimuli/AF09_SC.jpg,sad,sad,26,50
v2,p907693,stimuli/HF04_HO.jpg,happy,happy,64,50
v2,p907693,stimuli/HF04_AO.jpg,anger,anger,31,50
v2,p907693,stimuli/WM13_AO.jpg,anger,anger,78,50
v2,p907693,stimuli/WM11_FO.jpg,shock,shock,78,50
v2,p907693,stimuli/BM16_DO.jpg,disgust,disgust,70,50
v2,p907693,stimuli/WF14_CC.jpg,content,content,50,50
v2,p907693,stimuli/HM10_SUR.jpg,shock,shock,76,50
v2,p907693,stimuli/HM10_SC.jpg,content,content,50,50
v2,p907693,stimuli/BM16_HO.jpg,happy,happy,72,50
v2,p907693,stimuli/WF14_SC.jpg,sad,sad,31,50
v2,p907693,stimuli/WM13_DO.jpg,disgust,disgust,78,50
v2,p907693,stimuli/HM10_CC.jpg,content,content,33,50
v2,p907693,stimuli/WM11_AO.jpg,anger,anger,73,50
v2,p907693,stimuli/WM11_HO.jpg,happy,happy,79,50
v2,p907693,stimuli/BM16_FO.jpg,surprise,surprise,79,50
v2,p907693,stimuli/BF06_SC.jpg,sad,sad,31,50
v2,p624880,stimuli/AM05_SUR.jpg,surprise,surprise,84,50
v2,p624880,stimuli/AM09_DO.jpg,disgust,disgust,68,50
v2,p624880,stimuli/AM05_FO.jpg,fear ,fear,84,50
v2,p624880,stimuli/AM09_HO.jpg,happy,happy,96,50
v2,p624880,stimuli/HF04_FO.jpg,fear/shock,fear/shock,94,50
v2,p624880,stimuli/HM09_CC.jpg,relaxed,relaxed,65,50
v2,p624880,stimuli/WF06_HO.jpg,happy,happy,95,50
v2,p624880,stimuli/WM07_AO.jpg,anger,anger,100,50
v2,p624880,stimuli/HF04_AO.jpg,anger,anger,87,50
v2,p624880,stimuli/BM03_SC.jpg,sad,sad,92,50
v2,p624880,stimuli/BM16_SC.jpg,sad,sad,92,50
v2,p624880,stimuli/HF04_CC.jpg,relaxed,relaxed,71,50
v2,p624880,stimuli/WF06_SC.jpg,worry,worry,81,50
v2,p624880,stimuli/BM03_HO.jpg,happy,happy,91,50
v2,p624880,stimuli/BM03_HE.jpg,happy/joy,happy/joy,97,50
v2,p624880,stimuli/BM16_HE.jpg,happy,happy,100,50
v2,p624880,stimuli/WM07_CC.jpg,relaxed,relaxed,69,50
v2,p624880,stimuli/WM07_FO.jpg,shock,shock,99,50
v2,p624880,stimuli/BM03_DO.jpg,disgust,disgust,77,50
v2,p624880,stimuli/HM09_SUR.jpg,surprise,surprise,99,50
v2,p624880,stimuli/AM09_HE.jpg,happy,happy,98,50
v2,p624880,stimuli/HF04_SUR.jpg,surprise,surprise,72,50
v2,p624880,stimuli/BM16_HO.jpg,happy,happy,90,50
v2,p624880,stimuli/BM16_DO.jpg,disgust,disgust,62,50
v2,p624880,stimuli/WM07_SUR.jpg,surprise,surprise,88,50
v2,p624880,stimuli/WF06_HE.jpg,happy,happy,96,50
v2,p624880,stimuli/HM09_FO.jpg,fear,fear,94,50
v2,p624880,stimuli/AM05_CC.jpg,relaxed,relaxed,52,50
v2,p624880,stimuli/WF06_DO.jpg,disgust,disgust,83,50
v2,p624880,stimuli/AM09_SC.jpg,unsatisfied,unsatisfied,47,50
v2,p624880,stimuli/HM09_AO.jpg,pain,pain,59,50
v2,p624880,stimuli/AM05_AO.jpg,aggression,aggression,54,50
v2,p978676,stimuli/HM07_AO.jpg,Rage,rage,67,50
v2,p978676,stimuli/WM09_HE.jpg,Happiness,happiness,69,50
v2,p978676,stimuli/BM07_FO.jpg,Fear,fear,97,50
v2,p978676,stimuli/BF08_HE.jpg,Happiness,happiness,25,50
v2,p978676,stimuli/WM09_HO.jpg,Happiness,happiness,20,50
v2,p978676,stimuli/WM09_SUR.jpg,Surprise,surprise,63,50
v2,p978676,stimuli/BM07_AO.jpg,Anger,anger,86,50
v2,p978676,stimuli/BF05_HE.jpg,Happiness,happiness,28,50
v2,p978676,stimuli/WM13_SUR.jpg,Fear,fear,91,50
v2,p978676,stimuli/WM13_CC.jpg,Boredom,boredom,67,50
v2,p978676,stimuli/HM10_FO.jpg,Fear,fear,86,50
v2,p978676,stimuli/HM07_FO.jpg,Fear,fear,17,50
v2,p978676,stimuli/BM07_SC.jpg,Boredom,boredom,84,50
v2,p978676,stimuli/HM07_DO.jpg,disgust,disgust,66,50
v2,p978676,stimuli/WM13_HO.jpg,Happiness,happiness,40,50
v2,p978676,stimuli/HM02_DO.jpg,Disgust,disgust,92,50
v2,p978676,stimuli/BF05_HO.jpg,Happiness,happiness,70,50
v2,p978676,stimuli/HM02_SC.jpg,Boredom,boredom,56,50
v2,p978676,stimuli/HM02_AO.jpg,anger,anger,37,50
v2,p978676,stimuli/HM10_AO.jpg,anger,anger,54,50
v2,p978676,stimuli/BF05_CC.jpg,boredom,boredom,100,50
v2,p978676,stimuli/HM10_DO.jpg,disgust,disgust,45,50
v2,p978676,stimuli/BF08_CC.jpg,boredom,boredom,100,50
v2,p978676,stimuli/HM02_FO.jpg,disgust,disgust,50,50
v2,p978676,stimuli/HM10_SC.jpg,boredom,boredom,84,50
v2,p978676,stimuli/HM07_SC.jpg,disappointment,disappointment,27,50
v2,p978676,stimuli/BF08_SUR.jpg,surprise,surprise,39,50
v2,p978676,stimuli/WM13_HE.jpg,happiness,happiness,41,50
v2,p978676,stimuli/BM07_DO.jpg,disgust,disgust,75,50
v2,p978676,stimuli/WM09_CC.jpg,boredom,boredom,58,50
v2,p978676,stimuli/BF08_HO.jpg,happiness,happiness,20,50
v2,p978676,stimuli/BF05_SUR.jpg,fear,fear,43,50
v2,p308001,stimuli/HF04_DO.jpg,confusin,confusin,19,50
v2,p308001,stimuli/BF06_DO.jpg,disguist,disguist,72,50
v2,p308001,stimuli/BF06_FO.jpg,shock horror,shock horror,37,50
v2,p308001,stimuli/WF11_AO.jpg,concern,concern,62,50
v2,p308001,stimuli/HM10_SUR.jpg,nervous,nervous,42,50
v2,p308001,stimuli/WF11_HE.jpg,happy,happy,52,50
v2,p308001,stimuli/HF10_FO.jpg,scared,scared,39,50
v2,p308001,stimuli/HF02_SUR.jpg,suprised,suprised,28,50
v2,p308001,stimuli/WF11_SC.jpg,sad,sad,55,50
v2,p308001,stimuli/HF04_CC.jpg,fine,fine,50,50
v2,p308001,stimuli/HF02_SC.jpg,scared,scared,59,50
v2,p308001,stimuli/BM07_DO.jpg,disgust,disgust,70,50
v2,p308001,stimuli/HF04_FO.jpg,scared,scared,38,50
v2,p308001,stimuli/HF10_CC.jpg,calm,calm,60,50
v2,p308001,stimuli/HF09_AO.jpg,frustrated,frustrated,60,50
v2,p308001,stimuli/HF02_AO.jpg,angry,angry,60,50
v2,p308001,stimuli/HF09_SUR.jpg,surprise ,surprise,60,50
v2,p308001,stimuli/HF02_HE.jpg,happy,happy,61,50
v2,p308001,stimuli/HF09_SC.jpg,sad,sad,56,50
v2,p308001,stimuli/BM07_HO.jpg,happy,happy,56,50
v2,p308001,stimuli/HF10_HO.jpg,happy,happy,55,50
v2,p308001,stimuli/WF11_SUR.jpg,frazzled,frazzled,56,50
v2,p308001,stimuli/HM10_HE.jpg,excited,excited,54,50
v2,p308001,stimuli/HM10_AO.jpg,frustrated,frustrated,53,50
v2,p308001,stimuli/HF04_HO.jpg,happy,happy,34,50
v2,p308001,stimuli/HF09_HE.jpg,happy,happy,33,50
v2,p308001,stimuli/HM10_SC.jpg,sad,sad,50,50
v2,p308001,stimuli/BM07_FO.jpg,scared,scared,73,50
v2,p308001,stimuli/BF06_HO.jpg,happy,happy,38,50
v2,p308001,stimuli/BF06_CC.jpg,sad,sad,45,50
v2,p308001,stimuli/HF10_DO.jpg,disgust,disgust,73,50
v2,p308001,stimuli/BM07_CC.jpg,mad,mad,61,50
v2,p715589,stimuli/BM04_SC.jpg,sad,sad,66,50
v2,p715589,stimuli/WF04_HO.jpg,happy,happy,19,50
v2,p715589,stimuli/WF04_CC.jpg,neutral,neutral,0,50
v2,p715589,stimuli/BM04_FO.jpg,scared,scared,91,50
v2,p715589,stimuli/WF14_SC.jpg,sad,sad,37,50
v2,p715589,stimuli/WF04_SUR.jpg,surprised,surprised,79,50
v2,p715589,stimuli/WF11_HO.jpg,happy,happy,21,50
v2,p715589,stimuli/WF11_CC.jpg,neutral,neutral,12,50
v2,p715589,stimuli/AM09_HO.jpg,happy,happy,50,50
v2,p715589,stimuli/BM16_DO.jpg,disgusted,disgusted,77,50
v2,p715589,stimuli/AM03_HO.jpg,happy,happy,65,50
v2,p715589,stimuli/BM04_AO.jpg,grossed out,grossed out,77,50
v2,p715589,stimuli/AF10_AO.jpg,angry,angry,37,50
v2,p715589,stimuli/WF11_HE.jpg,Happy,happy,87,50
v2,p715589,stimuli/AF10_SC.jpg,sad,sad,37,50
v2,p715589,stimuli/BM16_SC.jpg,sad,sad,31,50
v2,p715589,stimuli/AF10_FO.jpg,surprised,surprised,91,50
v2,p715589,stimuli/AM09_SUR.jpg,understanding,understanding,38,50
v2,p715589,stimuli/AM09_HE.jpg,Happy,happy,79,50
v2,p715589,stimuli/BM16_FO.jpg,surprised,surprised,67,50
v2,p715589,stimuli/WF14_FO.jpg,shocked,shocked,71,50
v2,p715589,stimuli/WF14_AO.jpg,angry,angry,66,50
v2,p715589,stimuli/AM03_HE.jpg,happy,happy,65,50
v2,p715589,stimuli/WF11_SUR.jpg,shocked,shocked,37,50
v2,p715589,stimuli/WF14_DO.jpg,grossed out,grossed out,87,50
v2,p715589,stimuli/AF10_DO.jpg,disgusted,disgusted,75,50
v2,p715589,stimuli/AM09_CC.jpg,neutral,neutral,9,50
v2,p715589,stimuli/AM03_SUR.jpg,surprised,surprised,86,50
v2,p715589,stimuli/WF04_HE.jpg,happy,happy,78,50
v2,p715589,stimuli/AM03_CC.jpg,angry,angry,18,50
v2,p715589,stimuli/BM04_DO.jpg,grossed out,grossed out,13,50
v2,p715589,stimuli/BM16_AO.jpg,angry,angry,61,50
v2,p766323,stimuli/BF08_CC.jpg,serious,serious,10,50
v2,p766323,stimuli/WM09_SC.jpg,sad,sad,70,50
v2,p766323,stimuli/AM09_HE.jpg,happy,happy,100,50
v2,p766323,stimuli/AM03_SC.jpg,sad,sad,90,50
v2,p766323,stimuli/HF10_DO.jpg,disgusted,disgusted,100,50
v2,p766323,stimuli/WM09_HE.jpg,"excited, happy","excited, happy",100,50
v2,p766323,stimuli/AM03_HE.jpg,happy,happy,100,50
v2,p766323,stimuli/HF09_HE.jpg,happy,happy,100,50
v2,p766323,stimuli/BF08_FO.jpg,"surprised, scared","surprised, scared",86,50
v2,p766323,stimuli/HM07_SUR.jpg,surprised,surprised,87,50
v2,p766323,stimuli/AM09_HO.jpg,happy,happy,99,50
v2,p766323,stimuli/AM09_AO.jpg,confused,confused,66,50
v2,p766323,stimuli/HF10_SUR.jpg,surprised,surprised,68,50
v2,p766323,stimuli/WM09_HO.jpg,happy,happy,66,50
v2,p766323,stimuli/BF06_SUR.jpg,surprised,surprised,62,50
v2,p766323,stimuli/HF09_SC.jpg,sad,sad,67,50
v2,p766323,stimuli/BF08_DO.jpg,disgusted,disgusted,73,50
v2,p766323,stimuli/AM03_HO.jpg,happy,happy,85,50
v2,p766323,stimuli/BF06_DO.jpg,disgusted,disgusted,70,50
v2,p766323,stimuli/AM03_AO.jpg,angry,angry,79,50
v2,p766323,stimuli/HF09_AO.jpg,angry,angry,79,50
v2,p766323,stimuli/HM07_DO.jpg,disgusted,disgusted,73,50
v2,p766323,stimuli/BF06_CC.jpg,serious,serious,42,50
v2,p766323,stimuli/HF10_CC.jpg,content,content,28,50
v2,p766323,stimuli/HF10_FO.jpg,suprised,suprised,85,50
v2,p766323,stimuli/AM09_SC.jpg,"unhappy, confused","unhappy, confused",62,50
v2,p766323,stimuli/HF09_HO.jpg,happy,happy,84,50
v2,p766323,stimuli/HM07_FO.jpg,suprised,suprised,70,50
v2,p766323,stimuli/HM07_CC.jpg,serious,serious,31,50
v2,p766323,stimuli/WM09_AO.jpg,upset,upset,67,50
v2,p766323,stimuli/BF06_FO.jpg,scared,scared,69,50
v2,p766323,stimuli/BF08_SUR.jpg,surprised,surprised,78,50
v2,p800260,stimuli/AF02_AO.jpg,anger,anger,91,50
v2,p800260,stimuli/BF08_FO.jpg,surprise,surprise,83,50
v2,p800260,stimuli/AM05_HE.jpg,amazement,amazement,88,50
v2,p800260,stimuli/HM07_SUR.jpg,shock,shock,50,50
v2,p800260,stimuli/BF08_SC.jpg,sadness,sadness,60,50
v2,p800260,stimuli/HM10_AO.jpg,anger,anger,85,50
v2,p800260,stimuli/AM05_CC.jpg,focus,focus,50,50
v2,p800260,stimuli/BF08_HO.jpg,happiness,happiness,74,50
v2,p800260,stimuli/HF04_CC.jpg,sadness,sadness,50,50
v2,p800260,stimuli/AF02_CC.jpg,contentness,contentness,50,50
v2,p800260,stimuli/HM07_SC.jpg,sadness,sadness,82,50
v2,p800260,stimuli/AM05_AO.jpg,disgust,disgust,50,50
v2,p800260,stimuli/AF09_FO.jpg,fear,fear,68,50
v2,p800260,stimuli/AF09_SC.jpg,sadness,sadness,72,50
v2,p800260,stimuli/HM10_CC.jpg,boredom,boredom,50,50
v2,p800260,stimuli/BF08_SUR.jpg,shock,shock,50,50
v2,p800260,stimuli/AF02_DO.jpg,surpise,surpise,50,50
v2,p800260,stimuli/AF09_HO.jpg,contentness,contentness,50,50
v2,p800260,stimuli/HM07_FO.jpg,amazement,amazement,50,50
v2,p800260,stimuli/AF09_SUR.jpg,fear,fear,63,50
v2,p800260,stimuli/HF04_HE.jpg,delight,delight,88,50
v2,p800260,stimuli/AM05_DO.jpg,disgust,disgust,81,50
v2,p800260,stimuli/HF04_DO.jpg,bewilderment,bewilderment,50,50
v2,p800260,stimuli/BF05_SC.jpg,sadness,sadness,84,50
v2,p800260,stimuli/HF04_AO.jpg,anger,anger,62,50
v2,p800260,stimuli/AF02_HE.jpg,hapiness,hapiness,50,50
v2,p800260,stimuli/BF05_HO.jpg,delight,delight,94,50
v2,p800260,stimuli/HM07_HO.jpg,happiness,happiness,79,50
v2,p800260,stimuli/HM10_DO.jpg,disgust,disgust,29,50
v2,p800260,stimuli/BF05_FO.jpg,fear,fear,67,50
v2,p800260,stimuli/HM10_HE.jpg,hapiness,hapiness,50,50
v2,p800260,stimuli/BF05_SUR.jpg,shock,shock,50,50
v2,p739780,stimuli/AM05_CC.jpg,Boredom,boredom,53,50
v2,p739780,stimuli/AM09_CC.jpg,Serious,serious,64,50
v2,p739780,stimuli/BF04_SC.jpg,Sad,sad,61,50
v2,p739780,stimuli/WM13_SUR.jpg,Shock / Surprise,shock / surprise,78,50
v2,p739780,stimuli/HM07_CC.jpg,Disappointment,disappointment,58,50
v2,p739780,stimuli/HM07_SC.jpg,Begging ,begging,55,50
v2,p739780,stimuli/BM04_HO.jpg,Happy,happy,59,50
v2,p739780,stimuli/AM05_FO.jpg,Confusion / Fear,confusion / fear,68,50
v2,p739780,stimuli/WM13_HO.jpg,Happy,happy,65,50
v2,p739780,stimuli/AM03_SUR.jpg,Surprise,surprise,69,50
v2,p739780,stimuli/HM07_HE.jpg,Joy,joy,65,50
v2,p739780,stimuli/WM13_DO.jpg,Disgust,disgust,76,50
v2,p739780,stimuli/BF04_HE.jpg,Happy,happy,68,50
v2,p739780,stimuli/WF14_HO.jpg,Happy,happy,78,50
v2,p739780,stimuli/AM05_HE.jpg,Joy,joy,74,50
v2,p739780,stimuli/AM09_HE.jpg,Joy / Surprise,joy / surprise,73,50
v2,p739780,stimuli/WM13_AO.jpg,Anger,anger,70,50
v2,p739780,stimuli/WF14_AO.jpg,Anger,anger,71,50
v2,p739780,stimuli/AM03_AO.jpg,Anger,anger,87,50
v2,p739780,stimuli/AM03_DO.jpg,Disgust,disgust,81,50
v2,p739780,stimuli/BM04_DO.jpg,Disgust,disgust,83,50
v2,p739780,stimuli/BM04_AO.jpg,Anger,anger,68,50
v2,p739780,stimuli/BF04_CC.jpg,Bored,bored,71,50
v2,p739780,stimuli/AM09_SC.jpg,Confused,confused,71,50
v2,p739780,stimuli/WF14_DO.jpg,Disgust,disgust,61,50
v2,p739780,stimuli/AM03_HO.jpg,Happy,happy,69,50
v2,p739780,stimuli/BF04_FO.jpg,Fear,fear,91,50
v2,p739780,stimuli/AM05_SC.jpg,Bored,bored,77,50
v2,p739780,stimuli/HM07_FO.jpg,Shock,shock,82,50
v2,p739780,stimuli/WF14_SUR.jpg,Surprise,surprise,80,50
v2,p739780,stimuli/AM09_FO.jpg,Shock,shock,86,50
v2,p739780,stimuli/BM04_SUR.jpg,Surprise,surprise,71,50
v2,p182587,stimuli/BF08_CC.jpg,Contentment,contentment,53,50
v2,p182587,stimuli/WM09_SC.jpg,Sadness,sadness,59,50
v2,p182587,stimuli/AM09_HE.jpg,Surprise,surprise,69,50
v2,p182587,stimuli/AM03_SC.jpg,Sadness,sadness,59,50
v2,p182587,stimuli/HF10_DO.jpg,Disgust,disgust,89,50
v2,p182587,stimuli/WM09_HE.jpg,Exhilaration,exhilaration,72,50
v2,p182587,stimuli/AM03_HE.jpg,Happiness,happiness,69,50
v2,p182587,stimuli/HF09_HE.jpg,Happiness,happiness,69,50
v2,p182587,stimuli/BF08_FO.jpg,shock,shock,100,50
v2,p182587,stimuli/HM07_SUR.jpg,Shock,shock,100,50
v2,p182587,stimuli/AM09_HO.jpg,Smile,smile,36,50
v2,p182587,stimuli/AM09_AO.jpg,Anger,anger,68,50
v2,p182587,stimuli/HF10_SUR.jpg,Shock,shock,92,50
v2,p182587,stimuli/WM09_HO.jpg,Happiness,happiness,71,50
v2,p182587,stimuli/BF06_SUR.jpg,Shock,shock,91,50
v2,p182587,stimuli/HF09_SC.jpg,Sadness,sadness,60,50
v2,p182587,stimuli/BF08_DO.jpg,Disgust,disgust,78,50
v2,p182587,stimuli/AM03_HO.jpg,Happiness,happiness,64,50
v2,p182587,stimuli/BF06_DO.jpg,Disgust,disgust,87,50
v2,p182587,stimuli/AM03_AO.jpg,Anger,anger,100,50
v2,p182587,stimuli/HF09_AO.jpg,Anger,anger,100,50
v2,p182587,stimuli/HM07_DO.jpg,Disgust,disgust,69,50
v2,p182587,stimuli/BF06_CC.jpg,Serious,serious,29,50
v2,p182587,stimuli/HF10_CC.jpg,Serious,serious,29,50
v2,p182587,stimuli/HF10_FO.jpg,Surprise,surprise,81,50
v2,p182587,stimuli/AM09_SC.jpg,Serious,serious,30,50
v2,p182587,stimuli/HF09_HO.jpg,Happiness,happiness,72,50
v2,p182587,stimuli/HM07_FO.jpg,Shock,shock,100,50
v2,p182587,stimuli/HM07_CC.jpg,Serious,serious,26,50
v2,p182587,stimuli/WM09_AO.jpg,Anger,anger,85,50
v2,p182587,stimuli/BF06_FO.jpg,Shock,shock,100,50
v2,p182587,stimuli/BF08_SUR.jpg,Surpise,surpise,71,50
v2,p29095,stimuli/AM09_CC.jpg,neutral,neutral,50,50
v2,p29095,stimuli/BM07_HO.jpg,happiness,happiness,67,50
v2,p29095,stimuli/AM05_AO.jpg,competitiveness,competitiveness,86,50
v2,p29095,stimuli/BM07_FO.jpg,fear,fear,93,50
v2,p29095,stimuli/BM07_HE.jpg,happiness,happiness,68,50
v2,p29095,stimuli/WM09_SUR.jpg,surprise,surprise,85,50
v2,p29095,stimuli/WM07_DO.jpg,disgust,disgust,98,50
v2,p29095,stimuli/AM09_SUR.jpg,understanding,understanding,67,50
v2,p29095,stimuli/WM09_CC.jpg,politeness,politeness,75,50
v2,p29095,stimuli/HF09_SUR.jpg,surprise,surprise,91,50
v2,p29095,stimuli/AM05_FO.jpg,fear,fear,82,50
v2,p29095,stimuli/BM07_AO.jpg,anger,anger,89,50
v2,p29095,stimuli/AM03_HE.jpg,happiness,happiness,80,50
v2,p29095,stimuli/AF10_AO.jpg,anger,anger,83,50
v2,p29095,stimuli/WM09_DO.jpg,disgust,disgust,87,50
v2,p29095,stimuli/HF09_SC.jpg,sad,sad,72,50
